ID,"SKOS:prefLabel ""es""","skos:definition ""es""","SKOS:prefLabel ""en""","SKOS:prefLabel ""en""","skos:definition ""en""",SKOS:ExactMatch,SKOS:CloseMatch,SKOS:broader,SKOS:narrower,dc:source,"skos:historyNote ""es""","skos:scopeNote ""es""",gml:lowerCorner,gml:upperCorner,owl:deprecated
BAYURU,Bahía Uruguay,"Bahía en la costa de la provincia de Santa Cruz, Argentina.",Uruguay Bay,,"Bay on the coast of Santa Cruz province, Argentina.",https://www.openstreetmap.org/relation/18456234,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-47.757 -65.979,-47.755 -65.977,FALSE
BAYVAL,Bahía Valentín,"Bahía en la costa sur de la Isla Grande de Tierra del Fuego, Argentina.",Valentín Bay,,"Bay on the southern coast of Isla Grande de Tierra del Fuego, Argentina.",https://www.openstreetmap.org/relation/5182706,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.913 -65.458,-54.911 -65.456,FALSE
BAYVERA,Bahía Vera,"Bahía en la costa norte del Golfo San Jorge, provincia de Chubut, Argentina.",Vera Bay,,"Bay on the northern coast of the San Jorge Gulf, Chubut province, Argentina.",https://www.openstreetmap.org/relation/12948046,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-44.236 -65.266,-44.234 -65.264,FALSE
BAYVER,Bahía Verde,"Bahía dentro del estuario de Bahía Blanca, provincia de Buenos Aires, Argentina.",Verde Bay,,"Bay within the Bahía Blanca estuary, Buenos Aires province, Argentina.",https://www.openstreetmap.org/relation/11479499,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-39.254 -62.150,-39.252 -62.148,FALSE
BAYYOR,Bahía York,"Bahía en la Isla de los Estados, provincia de Tierra del Fuego, Argentina.",York Bay,,"Bay on Isla de los Estados, Tierra del Fuego province, Argentina.",https://www.openstreetmap.org/relation/2717388,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.819 -64.280,-54.817 -64.277,FALSE
BAYBH,Bajo Hondo,"Bahía somera en la costa de la provincia de Buenos Aires, Argentina.",Bajo Hondo Bay,,"Shallow bay on the coast of Buenos Aires province, Argentina.",https://www.openstreetmap.org/relation/15525302,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-39.384 -69.011,-39.382 -69.009,FALSE
BAYRLA,Rincón Larregui,"Bahía en la costa de la provincia de Buenos Aires, Argentina.",Rincón Larregui Bay,,"Bay on the coast of Buenos Aires province, Argentina.",https://www.openstreetmap.org/relation/802269561,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-40.739 -64.799,-40.737 -64.797,FALSE
BAYSJS,San Juan del Salvamento,"Bahía en la Isla de los Estados, provincia de Tierra del Fuego, conocida por el ""Faro del Fin del Mundo"".",San Juan del Salvamento Bay,,"Bay on Isla de los Estados, Tierra del Fuego province, known for the ""Lighthouse at the End of the World"".",https://www.openstreetmap.org/relation/7689709833,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.748 -63.864,-54.746 -63.862,FALSE
GEOFEATCOVE,Ensenada,"Una entrada de mar en la tierra, más pequeña que una bahía, que forma un seno o recodo abrigado.",Cove,,"An inlet of the sea into the land, smaller than a bay, forming a sheltered nook or recess.",,,GEOFEATMARINE,"ENSBAR
ENSNUE
ENSVIE","Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
ENSBAR,Ensenada de Barragán,"Ensenada en la costa del Río de la Plata, provincia de Buenos Aires.",Ensenada de Barragán,,"Cove on the coast of the Río de la Plata, Buenos Aires province.",https://www.geonames.org/3434680,,GEOFEATCOVE,,Definición adaptada de la toponimia de OpenStreetMap,,,-34.83 -57.98,-34.82 -57.97,FALSE
ENSNUE,Saco Nuevo,"Ensenada en la costa del Golfo San Matías, provincia de Río Negro, Argentina.",Saco Nuevo,,"Cove on the coast of the San Matías Gulf, Río Negro province, Argentina.",https://www.openstreetmap.org/relation/802269560,,GEOFEATCOVE,,Definición adaptada de la toponimia de OpenStreetMap,,,-40.718 -64.934,-40.716 -64.932,FALSE
ENSVIE,Saco Viejo,"Ensenada en la costa del Golfo San Matías, provincia de Río Negro, Argentina.",Saco Viejo,,"Cove on the coast of the San Matías Gulf, Río Negro province, Argentina.",https://www.openstreetmap.org/relation/13086499,,GEOFEATCOVE,,Definición adaptada de la toponimia de OpenStreetMap,,,-40.790 -64.769,-40.788 -64.767,FALSE
GEOFEATINLET,Cala,"Una ensenada pequeña y estrecha, generalmente rocosa, que ofrece un fondeadero resguardado.",Small cove / Inlet,,"A small and narrow cove, generally rocky, that offers a sheltered anchorage.",,,GEOFEATMARINE,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
GEOFEATSMCOVE,Caleta,"Una ensenada o bahía pequeña y resguardada, que sirve de abrigo para embarcaciones menores. Es típicamente más grande que una cala.",Cove / Small Bay,,"A small, sheltered bay or inlet, which provides refuge for small vessels. It is typically larger than a 'cala' (small inlet).",,,GEOFEATMARINE,"CALARA
CALBRI
CALCAR
CALCOR
CALLOR
CALFAL
CALLET
CALMAL
CALMAR
CALOES
CALOLI
CALOLI
CALSAN
CALSAR
CALTIB
CALVAL","Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
CALARA,Caleta Araujo,"Caleta en la costa sur de la Isla Grande de Tierra del Fuego, Argentina.",Caleta Araujo,,"Cove on the southern coast of Isla Grande de Tierra del Fuego, Argentina.",https://www.openstreetmap.org/relation/11257379,,GEOFEATSMCOVE,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.905 -67.459,-54.903 -67.457,FALSE
CALBRI,Caleta Brightman,"Caleta en la costa del estuario de Bahía Blanca, provincia de Buenos Aires, Argentina.",Caleta Brightman,,"Cove on the coast of the Bahía Blanca estuary, Buenos Aires province, Argentina.",https://www.openstreetmap.org/relation/10992701,,GEOFEATSMCOVE,,Definición adaptada de la toponimia de OpenStreetMap,,,-39.375 -62.142,-39.373 -62.140,FALSE
CALCAR,Caleta Carolina,"Caleta en la costa norte del Golfo San Jorge, provincia de Chubut, Argentina.",Caleta Carolina,,"Cove on the northern coast of the San Jorge Gulf, Chubut province, Argentina.",https://www.openstreetmap.org/relation/12948049,,GEOFEATSMCOVE,,Definición adaptada de la toponimia de OpenStreetMap,,,-44.904 -65.600,-44.902 -65.598,FALSE
CALCOR,Caleta Córdova,"Caleta y localidad en la costa del Golfo San Jorge, provincia de Chubut, Argentina.",Caleta Córdova,,"Cove and locality on the coast of the San Jorge Gulf, Chubut province, Argentina.",https://www.openstreetmap.org/node/2699461570,,GEOFEATSMCOVE,,Definición adaptada de la toponimia de OpenStreetMap,,,-45.7409632 -67.3655851,-45.7409632 -67.3655851,FALSE
CALLOR,Caleta de los Loros,"Caleta en la costa del Golfo San Matías, provincia de Río Negro, Argentina.",Caleta de los Loros,,"Cove on the coast of the San Matías Gulf, Río Negro province, Argentina.",https://www.openstreetmap.org/relation/803829732,,GEOFEATSMCOVE,,Definición adaptada de la toponimia de OpenStreetMap,,,-41.008 -64.087,-41.006 -64.085,FALSE
CALFAL,Caleta Falsa,"Caleta en la costa del Golfo San Matías, provincia de Río Negro, Argentina.",Caleta Falsa,,"Cove on the coast of the San Matías Gulf, Río Negro province, Argentina.",https://www.openstreetmap.org/relation/11146484,,GEOFEATSMCOVE,,Definición adaptada de la toponimia de OpenStreetMap,,,-40.794 -64.846,-40.792 -64.844,FALSE
CALLET,Caleta Leticia,"Caleta en la costa de la Península Mitre, provincia de Tierra del Fuego, Argentina.",Caleta Leticia,,"Cove on the coast of Península Mitre, Tierra del Fuego province, Argentina.",https://www.openstreetmap.org/relation/12955745,,GEOFEATSMCOVE,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.634 -65.831,-54.632 -65.829,FALSE
CALMAL,Caleta Malaspina,"Caleta en la costa norte del Golfo San Jorge, provincia de Chubut, Argentina.",Caleta Malaspina,,"Cove on the northern coast of the San Jorge Gulf, Chubut province, Argentina.",https://www.openstreetmap.org/relation/12948056,,GEOFEATSMCOVE,,Definición adaptada de la toponimia de OpenStreetMap,,,-45.168 -66.539,-45.166 -66.537,FALSE
CALMAR,Caleta Martínez Peña,"Caleta en la costa sur de la Isla Grande de Tierra del Fuego, Argentina.",Caleta Martínez Peña,,"Cove on the southern coast of Isla Grande de Tierra del Fuego, Argentina.",https://www.openstreetmap.org/relation/11257338,,GEOFEATSMCOVE,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.909 -67.476,-54.907 -67.474,FALSE
CALOES,Caleta Oeste,"Caleta en la costa del Golfo San Matías, provincia de Río Negro, Argentina.",Caleta Oeste,,"Cove on the coast of the San Matías Gulf, Río Negro province, Argentina.",https://www.openstreetmap.org/relation/11122992,,GEOFEATSMCOVE,,Definición adaptada de la toponimia de OpenStreetMap,,,-40.725 -64.960,-40.723 -64.958,FALSE
CALOLI,Caleta Olivares,"Caleta en la costa del Golfo San Jorge, provincia de Chubut, Argentina.",Caleta Olivares,,"Cove on the coast of the San Jorge Gulf, Chubut province, Argentina.",https://www.openstreetmap.org/node/2699461586,,GEOFEATSMCOVE,,Definición adaptada de la toponimia de OpenStreetMap,,,-45.7653048 -67.3555430,-45.7653048 -67.3555430,FALSE
CALOLI,Caleta Olivia,Ciudad y accidente geográfico costero en la provincia de Santa Cruz.,Caleta Olivia,,City and coastal geographical feature in Santa Cruz province.,https://www.openstreetmap.org/relation/3170177,,GEOFEATSMCOVE,,Definición adaptada de la toponimia de OpenStreetMap,,,-46.47 -67.56,-46.43 -67.50,FALSE
CALSAN,Caleta San Luis,"Caleta en la Isla de los Estados, provincia de Tierra del Fuego, Argentina.",Caleta San Luis,,"Cove on Isla de los Estados, Tierra del Fuego province, Argentina.",https://www.openstreetmap.org/relation/7715147,,GEOFEATSMCOVE,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.737 -63.959,-54.735 -63.957,FALSE
CALSAR,Caleta Sara,"Caleta en la costa norte del Golfo San Jorge, provincia de Chubut, Argentina.",Caleta Sara,,"Cove on the northern coast of the San Jorge Gulf, Chubut province, Argentina.",https://www.openstreetmap.org/relation/12948050,,GEOFEATSMCOVE,,Definición adaptada de la toponimia de OpenStreetMap,,,-44.907 -65.572,-44.905 -65.570,FALSE
CALTIB,Caleta Tiburón,"Caleta en la costa de la provincia de Santa Cruz, Argentina.",Caleta Tiburón,,"Cove on the coast of Santa Cruz province, Argentina.",https://www.openstreetmap.org/way/12451322896,,GEOFEATSMCOVE,,Definición adaptada de la toponimia de OpenStreetMap,,,-47.800 -66.110,-47.798 -66.108,FALSE
CALVAL,Caleta Valdés,"Caleta alargada y reserva natural en la Península Valdés, provincia de Chubut, Argentina.",Caleta Valdés,,"Elongated cove and nature reserve on Península Valdés, Chubut province, Argentina.",https://www.openstreetmap.org/relation/12948007,,GEOFEATSMCOVE,,Definición adaptada de la toponimia de OpenStreetMap,,,-42.389 -63.644,-42.387 -63.642,FALSE
GEOFEATROADST,Rada,"Un área de agua cerca de la costa, parcialmente resguardada, donde los barcos pueden fondear con seguridad. Ofrece menos protección que un puerto, pero más que un anclaje a mar abierto.",Roadstead,,"An area of water near the coast, partially sheltered, where ships can safely anchor. It offers less protection than a harbor but more than an open sea anchorage.",,,GEOFEATMARINE,"RADMON
RADTIL
RADVIR","Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RADMON,Rada de Monte Hermoso,"Rada (fondeadero) en la costa de la provincia de Buenos Aires, Argentina.",Rada de Monte Hermoso,,"Roadstead (anchorage) on the coast of Buenos Aires province, Argentina.",https://www.openstreetmap.org/relation/11324899,,GEOFEATROADST,,Definición adaptada de la toponimia de OpenStreetMap,,,-38.981 -61.723,-38.979 -61.721,FALSE
RADTIL,Rada Tilly,"Rada y localidad en la costa del Golfo San Jorge, provincia de Chubut, Argentina.",Rada Tilly,,"Roadstead and locality on the coast of the San Jorge Gulf, Chubut province, Argentina.",https://www.openstreetmap.org/relation/13364756,,GEOFEATROADST,,Definición adaptada de la toponimia de OpenStreetMap,,,-45.936 -67.542,-45.934 -67.540,FALSE
RADVIR,Rada Virgen,"Rada (fondeadero) cerca del Cabo Vírgenes, provincia de Santa Cruz, Argentina.",Rada Virgen,,"Roadstead (anchorage) near Cabo Vírgenes, Santa Cruz province, Argentina.",https://www.openstreetmap.org/relation/5289085148,,GEOFEATROADST,,Definición adaptada de la toponimia de OpenStreetMap,,,-52.360 -68.374,-52.358 -68.372,FALSE
GEOFEATRIA,Ría,"Una forma costera que resulta de la inundación de un valle fluvial por el mar, creando un estuario alargado.",Ria,,"A coastal landform resulting from the flooding of a river valley by the sea, creating an elongated estuary.",,,GEOFEATMARINE,"RIACOI
RIASAO
RIADES
RIAGAL","Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RIACOI,Ría Coig,"Ría en la provincia de Santa Cruz, formada por la desembocadura del río Coig.",Coig Ria,,"Ria in Santa Cruz province, formed by the mouth of the Coig river.",,,GEOFEATRIA,,Definición adaptada de la toponimia de OpenStreetMap,,,-51.20 -69.20,-50.90 -69.00,FALSE
RIASAO,Ría de San Antonio Oeste,Ría formada por la Bahía de San Antonio en la provincia de Río Negro.,San Antonio Oeste Ria,,Ria formed by the Bay of San Antonio in Río Negro province.,https://www.openstreetmap.org/relation/9795584,,GEOFEATRIA,,Definición adaptada de la toponimia de OpenStreetMap,,,-40.80 -65.10,-40.71 -64.75,FALSE
RIADES,Ría Deseado,"Ría en la provincia de Santa Cruz, formada por un antiguo valle fluvial inundado por el mar.",Deseado Ria,,"Ria in Santa Cruz province, formed by an ancient river valley flooded by the sea.",https://www.openstreetmap.org/relation/2791866822,,GEOFEATRIA,,Definición adaptada de la toponimia de OpenStreetMap,,,-47.92 -66.00,-47.74 -65.74,FALSE
RIAGAL,Río Gallegos,"Ría formada por la desembocadura del Río Gallegos, provincia de Santa Cruz, Argentina.",Río Gallegos,,"Ria formed by the mouth of the Río Gallegos, Santa Cruz province, Argentina.",https://www.openstreetmap.org/relation/2003824,,GEOFEATRIA,,Definición adaptada de la toponimia de OpenStreetMap,,,-51.628 -69.271,-51.626 -69.269,FALSE
GEOFEATESTUARY,Estuario,"La desembocadura de un río en el mar, donde el agua dulce del río se mezcla con el agua salada del océano.",Estuary,,"The mouth of a river into the sea, where freshwater from the river mixes with saltwater from the ocean.",,,GEOFEATMARINE,"ESTPLA
ESTGAL","Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
ESTPLA,Estuario del Río de la Plata,"Estuario formado por la unión de los ríos Paraná y Uruguay, que desemboca en el Mar Argentino.",Río de la Plata Estuary,,"Estuary formed by the junction of the Paraná and Uruguay rivers, flowing into the Argentine Sea.",https://www.openstreetmap.org/relation/2890576,,GEOFEATESTUARY,,Definición adaptada de la toponimia de OpenStreetMap,,,-36.23 -58.29,-34.15 -55.12,FALSE
ESTGAL,Estuario del Río Gallegos,"Estuario en la provincia de Santa Cruz, designado como Humedal de Importancia Internacional.",Río Gallegos Estuary,,"Estuary in Santa Cruz province, designated as a Wetland of International Importance.",https://www.openstreetmap.org/relation/2003824,,GEOFEATESTUARY,,Definición adaptada de la toponimia de OpenStreetMap,,,-51.81 -69.39,-51.57 -68.97,FALSE
GEOFEATLAGOON,Laguna costera,"Un cuerpo de agua somero, separado del mar por una barrera de arena, islas barrera o arrecifes.",Coastal lagoon,,"A shallow body of water separated from the sea by a sandbar, barrier islands, or reefs.",,,GEOFEATMARINE,"LAGMAR
LAGROC","Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
LAGMAR,Laguna de Mar Chiquita,"Laguna costera (albufera) en la provincia de Buenos Aires, conectada con el Mar Argentino.",Mar Chiquita Lagoon,,"Coastal lagoon (albufera) in Buenos Aires province, connected to the Argentine Sea.",https://www.openstreetmap.org/relation/168128,,GEOFEATLAGOON,,Definición adaptada de la toponimia de OpenStreetMap,,,-37.76 -57.48,-37.59 -57.37,FALSE
LAGROC,Laguna de Rocha,"Laguna costera en Uruguay, cerca de la frontera con Brasil, que desemboca en el Océano Atlántico.",Rocha Lagoon,,"Coastal lagoon in Uruguay, near the border with Brazil, flowing into the Atlantic Ocean.",https://www.openstreetmap.org/relation/1614948,,GEOFEATLAGOON,,Definición adaptada de la toponimia de OpenStreetMap,,,-34.69 -54.34,-34.55 -54.21,FALSE
GEOFEATDELTA,Delta,Un accidente geográfico formado en la desembocadura de un río por la deposición de sedimentos fluviales.,Delta,,A landform created at the mouth of a river by the deposition of riverine sediments.,,,GEOFEATMARINE,DELPAR,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
DELPAR,Delta del Paraná,"Extenso delta fluvial que abarca las provincias de Entre Ríos y Buenos Aires, desembocando en el Río de la Plata.",Paraná Delta,,"Extensive river delta covering the provinces of Entre Ríos and Buenos Aires, flowing into the Río de la Plata.",https://www.openstreetmap.org/relation/2681156118,,GEOFEATDELTA,,Definición adaptada de la toponimia de OpenStreetMap,,,-34.50 -58.90,-33.80 -58.30,FALSE
GEOFEATSHELF,Plataforma continental,"La porción del fondo marino que se extiende desde la línea de costa hasta el talud continental, con una pendiente suave y profundidades generalmente menores a 200 metros.",Continental shelf,,"The portion of the seabed extending from the coastline to the continental slope, with a gentle slope and depths generally less than 200 meters.",,,GEOFEATMARINE,PLTARG,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
PLTARG,Plataforma Continental Argentina,"Extensa porción del fondo marino que se extiende desde la costa de Argentina, una de las más amplias del mundo.",Argentine Continental Shelf,,"Extensive portion of the seabed extending from the coast of Argentina, one of the widest in the world.",https://www.geonames.org/3868461,,GEOFEATSHELF,,Definición adaptada de la toponimia de OpenStreetMap,,,-56.00 -68.00,-34.00 -52.00,FALSE
GEOFEATSLOPE,Talud continental,La zona del fondo marino con una pendiente pronunciada que conecta la plataforma continental con la planicie abisal.,Continental slope,,The steeply sloping zone of the seabed that connects the continental shelf to the abyssal plain.,,,GEOFEATMARINE,TALARG,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
TALARG,Talud Continental Argentino,La zona del fondo marino con una pendiente pronunciada que conecta la Plataforma Continental Argentina con la planicie abisal.,Argentine Continental Slope,,The steeply sloping zone of the seabed that connects the Argentine Continental Shelf to the abyssal plain.,NA,,GEOFEATSLOPE,,Definición adaptada de la toponimia de OpenStreetMap,,,-56.00 -62.00,-36.00 -48.00,FALSE
GEOFEATISLOPE,Talud insular,La pendiente submarina que desciende desde el borde de la plataforma de una isla hacia las profundidades del océano.,Insular slope,,The submarine slope descending from the edge of an island's shelf into the deep ocean.,,,GEOFEATMARINE,TALINS,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
TALINS,Talud Insular de Malvinas,La pendiente submarina que desciende desde el borde de la plataforma de las Islas Malvinas.,Falkland Insular Slope,,The submarine slope descending from the edge of the Falkland Islands shelf.,NA,,GEOFEATISLOPE,,Definición adaptada de la toponimia de OpenStreetMap,,,-53.00 -62.00,-51.00 -57.00,FALSE
GEOFEATPLAIN,Planicie abisal,"Una vasta extensión de terreno llano y profundo en el fondo del océano, generalmente situada entre los 3,000 y 6,000 metros de profundidad.",Abyssal plain,,"A vast, flat, and deep area on the deep ocean floor, generally located between 3,000 and 6,000 meters deep.",,,GEOFEATMARINE,PLNARG,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
PLNARG,Planicie Abisal Argentina,"Vasta extensión de terreno llano y profundo en el fondo del Océano Atlántico, al este del talud continental.",Argentine Abyssal Plain,,"Vast, flat, and deep area on the floor of the Atlantic Ocean, east of the continental slope.",NA,,GEOFEATPLAIN,,Definición adaptada de la toponimia de OpenStreetMap,,,-48.00 -50.00,-40.00 -40.00,FALSE
GEOFEATBANK,Banco submarino,"Una elevación del fondo marino relativamente plana y extensa, menos profunda que sus alrededores.",Submarine bank,,"A relatively flat and extensive elevation of the seabed, shallower than its surroundings.",,,GEOFEATMARINE,"BANEWI
BANGRA
BANNAM","Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
BANEWI,Banco de Ewing,Banco submarino ubicado en la Plataforma Continental Argentina.,Ewing Bank,,Submarine bank located on the Argentine Continental Shelf.,,,GEOFEATBANK,,Definición adaptada de la toponimia de OpenStreetMap,,,-38.50 -55.50,-38.00 -55.00,FALSE
BANGRA,Banco de Graham,Banco submarino ubicado en la Plataforma Continental Argentina.,Graham Bank,,Submarine bank located on the Argentine Continental Shelf.,,,GEOFEATBANK,,Definición adaptada de la toponimia de OpenStreetMap,,,-41.50 -61.50,-41.00 -61.00,FALSE
BANNAM,Banco Namuncurá / Burdwood,"Meseta submarina de gran importancia biológica, ubicada al sur de las Islas Malvinas. Es un Área Marina Protegida.",Namuncurá Bank / Burdwood Bank,,"Submarine plateau of great biological importance, located south of the Falkland Islands. It is a Marine Protected Area.",https://www.openstreetmap.org/relation/5759711,,GEOFEATBANK,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.91 -61.35,-53.94 -58.46,FALSE
GEOFEATTRENCH,Fosa oceánica,"Una depresión larga, estrecha y muy profunda del fondo oceánico, formada en zonas de subducción de placas tectónicas.",Oceanic trench,,"A long, narrow, and very deep depression on the ocean floor, formed in tectonic plate subduction zones.",,,GEOFEATMARINE,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
FOSSAN,Fosa de las Sandwich del Sur,"Fosa oceánica profunda en el Océano Atlántico Sur, asociada al arco de las Islas Sandwich del Sur.",South Sandwich Trench,,"Deep oceanic trench in the South Atlantic Ocean, associated with the South Sandwich Islands arc.",https://www.geonames.org/3474413,,,,Definición adaptada de la toponimia de OpenStreetMap,,,-60.67 -27.83,-55.05 -23.51,FALSE
GEOFEATRIDGE,Dorsal oceánica,Una gran cordillera submarina formada por el ascenso de magma en los límites divergentes de placas tectónicas.,Oceanic ridge,,A large underwater mountain range formed by the upwelling of magma at divergent tectonic plate boundaries.,,,GEOFEATMARINE,"DORMAL
DORSCO","Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
DORMAL,Dorsal de Malvinas,Dorsal asísmica que se extiende desde las Islas Malvinas hacia el este.,Falkland Ridge,,Aseismic ridge that extends eastward from the Falkland Islands.,NA,,GEOFEATRIDGE,,Definición adaptada de la toponimia de OpenStreetMap,,,-52.00 -50.00,-50.00 -35.00,FALSE
DORSCO,Dorsal del Scotia,Sistema de dorsales y arcos insulares que conectan Sudamérica con la Península Antártica.,Scotia Ridge,,System of ridges and island arcs connecting South America to the Antarctic Peninsula.,https://www.geonames.org/6620387,,GEOFEATRIDGE,,Definición adaptada de la toponimia de OpenStreetMap,,,-63.00 -65.00,-53.00 -25.00,FALSE
GEOFEATSTRAIT,Estrecho,Un canal de agua angosto que conecta dos cuerpos de agua más grandes.,Strait,,A narrow channel of water connecting two larger bodies of water.,,,GEOFEATMARINE,"STRLEM
STRMAG","Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
STRLEM,Estrecho de Le Maire,Estrecho que separa la Isla de los Estados de la porción oriental de la Isla Grande de Tierra del Fuego.,Le Maire Strait,,Strait that separates Isla de los Estados from the eastern part of Isla Grande de Tierra del Fuego.,https://www.openstreetmap.org/relation/5182705,,GEOFEATSTRAIT,,Definición adaptada de la toponimia de OpenStreetMap,,,-55.13 -65.23,-54.63 -64.88,FALSE
STRMAG,Estrecho de Magallanes,"Paso marítimo principal ubicado en el extremo sur de Sudamérica, que separa la Patagonia de la Isla Grande de Tierra del Fuego.",Strait of Magellan,,"Main sea passage located at the southern end of South America, separating Patagonia from the Isla Grande de Tierra del Fuego.",https://www.openstreetmap.org/relation/2003823,,GEOFEATSTRAIT,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.21 -72.60,-52.37 -68.34,FALSE
GEOFEATCHANNEL,Canal,"Un pasaje de agua, natural o artificial, que conecta dos cuerpos de agua o que conduce el flujo de corriente.",Channel,,"A waterway, either natural or artificial, that connects two bodies of water or conducts the flow of a current.",,,GEOFEATMARINE,"CANBEA
CANSBL","Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
CANBEA,Canal Beagle,"Canal que separa la Isla Grande de Tierra del Fuego de varias islas menores al sur, conectando el Océano Atlántico con el Pacífico.",Beagle Channel,,"Channel separating the Isla Grande de Tierra del Fuego from several smaller islands to the south, connecting the Atlantic and Pacific oceans.",https://www.openstreetmap.org/relation/2717386,,GEOFEATCHANNEL,,Definición adaptada de la toponimia de OpenStreetMap,,,-55.23 -68.91,-54.81 -66.42,FALSE
CANSBL,Canal San Blas,"Canal marítimo en el extremo sur de la provincia de Buenos Aires, que proporciona acceso principal a la Bahía San Blas dentro del sistema de la Bahía Anegada.",San Blas Channel,,"Maritime channel at the southern end of Buenos Aires province, providing the main access to San Blas Bay within the Bahía Anegada system.",https://www.openstreetmap.org/way/229641778,,GEOFEATCHANNEL,,Definición adaptada de la toponimia de OpenStreetMap,,,-40.57 -62.24,-40.54 -62.13,FALSE
GEOFEATREEF,Arrecife,"Una formación rocosa, coralina o de arena bajo la superficie del agua, que puede representar un peligro para la navegación.",Reef,,"A ridge of rock, coral, or sand beneath the surface of the water, which can pose a hazard to navigation.",,,GEOFEATMARINE,"ARRDAR
ARRFIT","Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
ARRDAR,Arrecifes Darwin,Arrecife ubicado en la costa de la provincia de Santa Cruz.,Darwin Reefs,,Reef located off the coast of Santa Cruz province.,,,GEOFEATREEF,,Definición adaptada de la toponimia de OpenStreetMap,,,-49.80 -67.75,-49.78 -67.73,FALSE
ARRFIT,Arrecifes Fitton,"Arrecife ubicado en la costa de la provincia de Santa Cruz, al sur de la Bahía San Julián.",Fitton Reefs,,"Reef located off the coast of Santa Cruz province, south of San Julián Bay.",,,GEOFEATREEF,,Definición adaptada de la toponimia de OpenStreetMap,,,-49.40 -67.70,-49.38 -67.68,FALSE
GEOFEATCAPE,Cabo,Una punta de tierra que se adentra en el mar.,Cape,,A point of land that projects into the sea.,,,GEOFEATMARINE,CABOSJ,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
CABOSJ,Cabo San Jorge,"Cabo en la costa de la provincia de Chubut, Argentina.",Cabo San Jorge,,"Cape on the coast of Chubut province, Argentina.",https://www.openstreetmap.org/node/2699461573,,GEOFEATCAPE,,Definición adaptada de la toponimia de OpenStreetMap,,,-45.8014129 -67.3778289,-45.8014129 -67.3778289,FALSE
GEOFEATPENIN,Península,Una extensión de tierra rodeada de agua por todas partes excepto por una zona o istmo que la une a un territorio más grande.,Peninsula,,A piece of land surrounded by water on all sides except for one area or isthmus that connects it to a larger territory.,,,GEOFEATMARINE,"PENBRU
PENMIT
PENSJU
PENVAL","Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
PENBRU,Península Brunswick,"Península en el extremo sur de la Patagonia, mayormente en territorio chileno, cuya costa oriental forma parte del Estrecho de Magallanes.",Brunswick Peninsula,,"Peninsula at the southern tip of Patagonia, mostly in Chilean territory, whose eastern coast is part of the Strait of Magellan.",https://www.openstreetmap.org/relation/139366,,GEOFEATPENIN,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.00 -71.50,-52.95 -70.83,FALSE
PENMIT,Península Mitre,Península en el extremo oriental de la Isla Grande de Tierra del Fuego.,Mitre Peninsula,,Peninsula at the eastern end of the Isla Grande de Tierra del Fuego.,https://www.openstreetmap.org/relation/5185174,,GEOFEATPENIN,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.99 -66.75,-54.51 -65.07,FALSE
